City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,marki,52.3206,21.1047,11.74,72,0,1.54,PL,1699379726
367,surgut,61.25,73.4167,-2.9,92,0,3.13,RU,1699379726
368,nora,59.5193,15.0398,5.66,100,97,0.89,SE,1699379727
369,tofol,5.3248,163.0078,28.07,77,100,3.79,FM,1699379727
370,sechura,-5.5569,-80.8222,26.61,56,11,6.92,PE,1699379727
371,port saint john's,-31.6229,29.5448,19.14,78,100,5.95,ZA,1699379727
372,mhangura,-16.8939,30.1683,25.87,40,82,1.21,ZW,1699379728
373,castillos,-34.1667,-53.8333,24.39,65,2,5.94,UY,1699379728
374,urcos,-13.6861,-71.6228,23.94,37,90,5.24,PE,1699379728
375,santiago de cao,-7.9589,-79.2392,21.07,78,72,5.66,PE,1699379728
376,whakatane,-37.9585,176.9854,10.99,96,99,1.34,NZ,1699379728
377,bereznik,62.8551,42.7072,4.09,96,100,3.53,RU,1699379728
378,nova sintra,14.8667,-24.7167,24.03,72,100,6.58,CV,1699379729
379,rio verde,21.9333,-99.9833,25.74,40,34,1.78,MX,1699379729
380,narrabri,-30.3167,149.7833,20.29,63,82,3.58,AU,1699379729
381,maintirano,-18.0667,44.0167,26.79,83,3,2.65,MG,1699379729
382,pisco,-13.7,-76.2167,22.23,68,0,4.63,PE,1699379677
383,lenoir,35.2335,-77.6497,26.19,38,0,4.63,US,1699379730
384,dhromolaxia,34.8755,33.5868,22.58,75,20,1.34,CY,1699379730
385,arnprior,45.4334,-76.3494,6.75,75,100,6.93,CA,1699379447
386,gadzhiyevo,69.2551,33.3362,0.56,77,100,5.02,RU,1699379730
387,male,4.1748,73.5089,27.97,83,75,3.09,MV,1699379730
388,commerce,34.0006,-118.1598,21.73,75,100,0.0,US,1699379731
389,caleta de carquin,-11.0925,-77.6267,21.82,69,35,5.81,PE,1699379731
390,kerouane,9.2667,-9.0167,26.1,71,62,0.79,GN,1699379731
391,borujerd,33.8973,48.7516,13.3,41,0,2.24,IR,1699379731
392,newport,51.5877,-2.9984,10.3,86,5,3.62,GB,1699379503
393,sitka,57.0531,-135.33,3.94,93,100,1.54,US,1699379732
394,alo,7.4178,6.7371,27.61,80,78,1.8,NG,1699379732
395,tazacorte,28.629,-17.9293,21.54,67,20,7.72,ES,1699379732
396,sertanopolis,-23.0586,-51.0364,33.04,24,0,2.01,BR,1699379733
397,anna regina,7.2644,-58.5077,30.09,67,85,3.5,GY,1699379733
398,dickinson,29.4608,-95.0513,30.09,72,75,6.17,US,1699379723
399,metlili chaamba,32.2667,3.6333,23.52,29,40,5.14,DZ,1699379733
400,hanover,52.3705,9.7332,10.67,87,20,3.6,DE,1699379733
401,kariong,-33.44,151.3011,15.49,95,42,1.45,AU,1699379734
402,bukama,-9.2,25.85,22.66,82,34,1.01,CD,1699379734
403,don sak,9.3168,99.6918,27.3,78,87,1.75,TH,1699379734
404,kokemaki,61.2565,22.3564,4.88,95,100,1.92,FI,1699379734
405,happy valley-goose bay,53.3168,-60.3315,-1.83,59,100,3.09,CA,1699379735
406,langepas,61.2544,75.2124,-1.97,94,100,3.52,RU,1699379735
407,kayes,14.0,-11.0,34.8,14,42,3.04,ML,1699379735
408,nova vicosa,-17.8919,-39.3719,25.59,56,43,5.68,BR,1699379703
409,saudarkrokur,65.7461,-19.6394,-0.02,68,5,2.65,IS,1699379736
410,tromso,69.6496,18.957,3.01,75,75,4.12,NO,1699379736
411,hadibu,12.65,54.0333,26.57,73,42,3.7,YE,1699379736
412,haiku-pauwela,20.9219,-156.3051,25.02,84,40,8.75,US,1699379736
413,ceerigaabo,10.6162,47.368,18.44,49,100,2.6,SO,1699379737
414,cabrobo,-8.5142,-39.31,36.18,25,85,5.9,BR,1699379737
415,tawau,4.2498,117.8871,25.07,87,68,2.09,MY,1699379737
416,kani keli,-12.9536,45.1033,27.59,73,5,3.25,YT,1699379737
417,shingu,33.7333,135.9833,11.92,80,47,3.01,JP,1699379737
418,zhosaly,45.4878,64.0781,10.9,40,1,4.37,KZ,1699379737
419,petawawa,45.9001,-77.3328,1.77,72,100,7.2,CA,1699379738
420,qoryooley,1.7878,44.53,26.39,84,83,3.97,SO,1699379738
421,sao tome,0.3365,6.7273,27.15,79,97,4.0,ST,1699379738
422,tocopilla,-22.092,-70.1979,21.5,68,40,6.05,CL,1699379738
423,pokaran,26.9167,71.9167,27.49,25,2,3.44,IN,1699379738
424,bikenibeu village,1.3673,173.1241,26.98,89,20,0.0,KI,1699379738
425,leava,-14.3,-178.1667,27.37,80,100,7.84,WF,1699379738
426,myingyan,21.4667,95.3833,25.15,72,79,1.41,MM,1699379739
427,gisborne,-38.6533,178.0042,12.32,88,100,9.14,NZ,1699379739
428,illizi,26.4833,8.4667,30.89,11,37,5.41,DZ,1699379739
429,poronaysk,49.2167,143.1167,-0.16,85,100,7.62,RU,1699379739
430,kijang,35.2442,129.2139,5.85,34,0,1.64,KR,1699379739
431,okeho,8.0333,3.35,25.19,83,79,2.03,NG,1699379740
432,tres lagoas,-20.7511,-51.6783,38.45,17,23,1.94,BR,1699379740
433,taroa,8.7058,171.2275,27.91,79,99,8.83,MH,1699379740
434,byron bay,-28.65,153.6167,13.73,77,84,1.81,AU,1699379740
435,page,36.9147,-111.4558,21.88,19,0,5.66,US,1699379570
436,sept-iles,50.2001,-66.3821,0.29,97,100,8.75,CA,1699379521
437,sao vicente,-23.9631,-46.3919,31.1,41,0,4.12,BR,1699379700
438,al hawatah,13.4167,34.6333,32.27,35,97,2.52,SD,1699379741
439,salinopolis,-0.6136,-47.3561,29.41,67,87,5.76,BR,1699379741
440,shambu,9.5667,37.1,11.51,83,70,0.87,ET,1699379741
441,ust'-kulom,61.6864,53.6902,3.01,97,100,2.94,RU,1699379741
442,calafell,41.2,1.5683,15.05,56,2,5.18,ES,1699379741
443,szczecinek,53.7079,16.6994,8.2,86,85,3.74,PL,1699379742
444,sao francisco de paula,-29.4481,-50.5836,30.94,32,0,1.02,BR,1699379742
445,geraldton,-28.7667,114.6,15.23,88,40,4.12,AU,1699379742
446,kalabo,-14.97,22.6814,26.07,50,92,2.28,ZM,1699379742
447,aleg,17.0481,-13.9209,32.04,19,100,5.2,MR,1699379742
448,nemuro,43.3236,145.575,9.91,76,15,9.08,JP,1699379743
449,cannonvale,-20.2833,148.7,23.66,83,24,4.33,AU,1699379743
450,umm ruwaba,12.9061,31.2158,30.4,44,89,3.56,SD,1699379743
451,kayyerkan,69.3786,87.7439,-10.39,78,100,9.08,RU,1699379743
452,volchikha,52.0333,80.3833,-5.4,92,31,1.56,RU,1699379743
453,labrador city,52.9463,-66.9114,-7.05,93,100,3.6,CA,1699379743
454,al kharijah,25.4514,30.5464,26.68,17,0,4.63,EG,1699379743
455,berdigestyakh,62.0989,126.6992,-29.44,100,32,1.24,RU,1699379744
456,gainesville,29.6516,-82.3248,27.82,33,0,0.0,US,1699379695
457,binka,21.0333,83.8,20.61,55,5,0.26,IN,1699379744
458,cestos city,5.46,-9.5828,27.08,80,49,2.99,LR,1699379744
459,boyolangu,-8.1181,111.8935,24.42,90,98,0.64,ID,1699379744
460,tarawa,1.419,172.984,27.05,89,20,0.0,KI,1699379744
461,siwa oasis,29.2041,25.5195,25.59,39,0,2.21,EG,1699379745
462,ambovombe,-25.1667,46.0833,23.76,74,17,2.82,MG,1699379745
463,labytnangi,66.6572,66.4183,-0.43,98,94,1.83,RU,1699379745
464,guarapari,-20.6667,-40.4975,24.38,58,10,4.64,BR,1699379745
465,bubaque,11.2833,-15.8333,29.52,71,10,4.37,GW,1699379745
466,yanbu,24.0891,38.0637,30.02,74,0,5.14,SA,1699379745
467,iyidere,41.0119,40.3619,18.98,62,0,2.68,TR,1699379745
468,katsuren-haebaru,26.3369,127.8719,21.01,88,0,1.54,JP,1699379746
469,valdivia,-39.8142,-73.2459,15.05,58,12,3.99,CL,1699379746
470,san jose de jachal,-30.2406,-68.7469,37.43,3,0,7.26,AR,1699379746
471,bathsheba,13.2167,-59.5167,29.34,84,20,6.17,BB,1699379746
472,bosaso,11.2842,49.1816,26.88,74,71,0.85,SO,1699379746
473,rikaze,29.25,88.8833,0.98,45,12,1.25,CN,1699379746
474,taipei,25.0478,121.5319,24.43,57,40,6.69,TW,1699379516
475,cudahy,33.9606,-118.1853,21.71,74,100,2.57,US,1699379747
476,tangalle,6.024,80.7911,25.39,87,95,1.21,LK,1699379500
477,peniche,39.3558,-9.3811,15.72,66,76,3.82,PT,1699379747
478,fort st. john,56.2499,-120.8529,-1.06,100,75,4.63,CA,1699379747
479,taro,-8.3862,115.28,22.0,94,47,0.31,ID,1699379747
480,cockburn town,21.4612,-71.1419,30.98,62,40,2.57,TC,1699379747
481,germencik,37.8706,27.6028,19.81,84,0,1.5,TR,1699379748
482,ouadda,8.0777,22.4007,23.41,74,90,1.34,CF,1699379748
483,marang,5.2056,103.2059,25.95,88,99,1.61,MY,1699379748
484,turpan,42.9333,89.1667,7.26,18,5,0.74,CN,1699379748
485,balestrate,38.0513,13.0072,23.78,68,40,3.09,IT,1699379748
486,amungan,15.3652,119.9582,26.91,75,50,1.78,PH,1699379748
487,san vicente,-26.6167,-54.1333,31.29,30,0,2.61,AR,1699379749
488,sharanga,57.1775,46.5396,9.01,96,100,2.61,RU,1699379749
489,vyazemskiy,47.5378,134.7525,-8.83,98,98,1.01,RU,1699379749
490,estevan,49.1334,-102.9842,4.19,93,100,7.2,CA,1699379749
491,rosetta,31.4044,30.4164,22.52,78,0,4.67,EG,1699379749
492,masvingo,-20.0637,30.8277,26.52,40,91,2.96,ZW,1699379749
493,ataq,14.5377,46.8319,22.85,53,49,3.42,YE,1699379750
494,fale old settlement,-9.3852,-171.2468,28.89,72,79,6.69,TK,1699379750
495,mingshui,36.7167,117.5,11.18,40,91,5.53,CN,1699379750
496,aberdeen,57.1437,-2.0981,7.27,90,58,3.09,GB,1699379619
497,jaguarari,-10.2639,-40.1958,29.01,45,82,6.0,BR,1699379750
498,waddan,29.1614,16.139,25.57,22,0,5.06,LY,1699379750
499,monrovia,6.3005,-10.7969,27.32,82,33,3.45,LR,1699379658
500,lowell,42.6334,-71.3162,19.23,68,40,5.66,US,1699379604
501,ebolowa,2.9,11.15,21.7,98,100,1.17,CM,1699379751
502,forster,-32.1667,152.5167,15.46,91,29,2.85,AU,1699379751
503,cabo san lucas,22.8909,-109.9124,31.14,69,75,2.06,MX,1699379565
504,jonuta,18.0833,-92.1333,28.67,72,94,2.04,MX,1699379751
505,severnoye,56.3491,78.3619,-3.97,94,76,3.01,RU,1699379751
506,gorom-gorom,14.4439,-0.2361,33.45,12,23,3.42,BF,1699379751
507,harper,4.375,-7.7169,26.82,82,64,3.77,LR,1699379752
508,zabol,32.25,67.25,11.64,58,45,2.81,AF,1699379752
509,carbonear,47.7332,-53.2148,5.69,53,100,2.6,CA,1699379752
510,tobelo,1.7284,128.0095,26.63,80,70,0.94,ID,1699379752
511,kenitra,34.261,-6.5802,16.42,54,0,5.14,MA,1699379752
512,kirensk,57.7853,108.1119,-9.18,91,100,2.55,RU,1699379752
513,armacao de buzios,-22.7469,-41.8817,26.03,62,16,4.59,BR,1699379634
514,narasannapeta,18.4167,84.05,24.83,80,50,1.21,IN,1699379753
515,takoradi,4.8845,-1.7554,26.74,83,89,4.15,GH,1699379753
516,moram,17.8,76.4667,23.96,58,56,4.91,IN,1699379753
517,badger,64.8,-147.5333,-8.05,89,100,0.0,US,1699379753
518,tartagal,-22.5164,-63.8013,43.7,17,5,5.12,AR,1699379753
519,trincomalee,8.5711,81.2335,27.39,80,86,2.32,LK,1699379753
520,alpena,45.0617,-83.4327,2.18,85,100,7.2,US,1699379754
521,conception bay south,47.4999,-52.9981,5.31,61,100,2.29,CA,1699379589
522,acheng,45.5454,126.977,-15.38,96,36,2.77,CN,1699379754
523,juuka,63.2333,29.25,2.0,97,100,2.27,FI,1699379754
524,mombetsu,44.3525,143.3525,8.34,82,70,9.04,JP,1699379754
525,zaragoza,41.6561,-0.8773,13.34,43,20,3.6,ES,1699379754
526,axim,4.8699,-2.2405,26.89,82,99,3.39,GH,1699379755
527,piggs peak,-25.9667,31.25,14.94,73,100,1.1,SZ,1699379755
528,pedernales,18.0384,-71.744,28.9,70,58,2.59,DO,1699379755
529,portoferraio,42.8115,10.3146,19.98,71,40,4.12,IT,1699379755
530,smirnykh,49.75,142.8333,-1.21,85,100,4.12,RU,1699379756
531,itoman,26.1247,127.6694,21.01,73,9,3.09,JP,1699379756
532,porto novo,6.4965,2.6036,28.9,81,89,2.64,BJ,1699379756
533,robore,-18.3333,-59.75,36.05,44,89,7.72,BO,1699379756
534,myskhako,44.6714,37.7433,7.88,75,2,0.14,RU,1699379756
535,urangan,-25.3,152.9,21.11,66,73,5.66,AU,1699379757
536,oshakati,-17.7833,15.6833,33.01,15,0,0.99,NA,1699379757
537,aweil,8.7682,27.4002,28.04,58,53,0.26,SS,1699379757
538,zagora,30.3484,-5.8365,20.87,29,1,10.49,MA,1699379757
539,hami,42.8,93.45,3.97,30,14,0.87,CN,1699379757
540,mahdia,35.5047,11.0622,22.97,81,90,8.45,TN,1699379757
541,vernon,50.2581,-119.2691,7.56,91,100,2.06,CA,1699379758
542,hauterive,46.0901,3.4459,9.42,75,100,1.81,FR,1699379758
543,rizokarpaso,35.6,34.375,22.52,76,0,2.7,CY,1699379758
544,ribas do rio pardo,-20.4431,-53.7592,41.15,10,6,2.98,BR,1699379758
545,key west,24.5557,-81.7826,27.0,76,0,5.14,US,1699379539
546,vila velha,-20.3297,-40.2925,25.97,63,20,7.72,BR,1699379759
547,caconda,-13.7333,15.0667,22.01,58,78,2.0,AO,1699379759
548,ruteng,-8.6136,120.4721,16.84,85,54,0.74,ID,1699379759
549,freetown,8.484,-13.2299,27.61,80,92,2.54,SL,1699379759
550,kathu,7.9178,98.3332,24.9,76,99,1.71,TH,1699379759
551,sarmiento,-45.5882,-69.07,18.37,25,50,14.38,AR,1699379759
552,piranshahr,36.701,45.1413,11.26,70,0,0.56,IR,1699379760
553,talavera de la reina,39.9635,-4.8308,8.25,88,53,1.42,ES,1699379760
554,ad dilam,23.9915,47.1627,26.23,29,0,3.7,SA,1699379760
555,hadano,35.3711,139.2236,17.79,65,44,3.44,JP,1699379760
556,gereida,11.2811,25.1414,31.11,24,44,3.03,SD,1699379760
557,praia da vitoria,38.7333,-27.0667,21.14,73,20,10.67,PT,1699379760
558,rong'an,26.1247,119.1214,16.03,82,86,1.0,CN,1699379761
559,puerto lempira,15.2667,-83.7667,28.08,78,75,2.06,HN,1699379761
560,shenkursk,62.1091,42.896,3.96,97,100,4.14,RU,1699379761
561,tailai,46.3833,123.4,-7.73,81,55,4.16,CN,1699379761
562,kyaukse,21.6,96.1333,23.44,84,73,1.55,MM,1699379761
563,ulaangom,49.9811,92.0667,-5.64,73,100,1.92,MN,1699379762
564,pemalang,-6.9,109.3667,26.6,82,95,1.71,ID,1699379762
565,gulf shores,30.246,-87.7008,28.49,58,20,4.63,US,1699379603
566,quibala,-10.7337,14.98,19.89,93,98,0.97,AO,1699379762
567,marienberg,50.65,13.1667,7.35,84,94,4.05,DE,1699379762
568,yreka,41.7354,-122.6345,6.31,87,0,0.0,US,1699379762
569,don luan,11.5333,106.9167,23.0,97,100,0.85,VN,1699379763
570,pacific grove,36.6177,-121.9166,15.79,89,75,1.54,US,1699379763
571,salekhard,66.53,66.6019,0.31,99,98,2.34,RU,1699379763
572,port douglas,-16.4833,145.4667,23.69,84,80,3.19,AU,1699379763
573,bokkos,9.3,9.0,21.77,37,100,2.12,NG,1699379764
574,micheweni,-4.9667,39.8333,25.83,84,100,3.71,TZ,1699379764
575,south tamworth,43.8248,-71.3031,15.44,81,100,4.51,US,1699379764
576,visby,57.6409,18.296,9.12,93,75,5.14,SE,1699379764
577,ciudad de allende,25.2833,-100.0167,29.94,41,46,2.75,MX,1699379764
578,conde,-7.2597,-34.9075,29.7,62,40,7.2,BR,1699379764
579,sovetskaya gavan',48.9723,140.2878,-1.74,80,96,6.38,RU,1699379765
580,skovorodino,53.9833,123.9167,-10.19,61,100,1.64,RU,1699379765
581,chulakkurgan,43.765,69.1814,12.77,48,100,2.52,KZ,1699379765
582,tolga,34.7222,5.3785,24.45,46,100,11.56,DZ,1699379765
583,boden,65.8252,21.6886,-1.0,98,100,1.6,SE,1699379765
